model,oos_r2,rmse,mae,ic,ic_ir,accuracy,precision,recall,f1,long_only_accuracy,n_long_predictions,sharpe_ratio,max_drawdown,total_return,win_rate,win_loss_ratio,n_trades,final_equity,n_periods,window,train_start,train_end,test_start,test_end,n_train,n_test,feature_set
window_0,-0.2177696994963665,0.03291499910444302,0.02419203707310551,0.0995822770603295,0.9839109083608255,0.5168146354587032,0.5154329418191751,0.9884756416972237,0.6775583482944345,0.5154329418191751,3661,-0.5559703541216744,-0.2316667869296293,-5.6737398823384915,0.5555555555555556,0.7336321110203935,113,9432.626011766151,63,0,2016-01-04,2018-01-02,2018-01-03,2018-04-04,29736,3717,A
window_1,-0.6131857908465883,0.030407624474133643,0.023977338961575553,0.10322533237443858,0.7772584791678113,0.4839924670433145,0.6929824561403509,0.11560975609756098,0.19816053511705686,0.6929824561403509,342,1.9884469477347153,-0.12442726989976388,13.204257125379716,0.5161290322580645,1.5257053224013184,208,11320.425712537972,63,1,2016-01-04,2018-04-04,2018-04-05,2018-07-03,33453,3717,A
window_2,-0.034344238268312344,0.024655479852242444,0.01662045953345074,0.02270560483481157,0.4893065173666041,0.5550174872208771,0.5805277525022748,0.8759725400457666,0.6982852973367384,0.5805277525022748,3297,3.3669218586421925,-0.07643561825736671,15.188907251038852,0.6190476190476191,1.10488214652351,229,11518.890725103885,63,2,2016-01-04,2018-07-03,2018-07-05,2018-10-02,37170,3717,A
window_3,-0.10561337851625852,0.04365082430030812,0.03143477760141947,0.08489712585351873,0.9599624597776524,0.4638149044928706,0.4731246308328411,0.8845941468801767,0.6165095247258033,0.4731246308328411,3386,-1.8874447963684795,-0.35273500157168824,-22.083653131442603,0.4603174603174603,0.8819367117552226,301,7791.634686855739,63,3,2016-01-04,2018-10-02,2018-10-03,2019-01-03,40887,3717,A
window_4,-0.6429783818301911,0.03226518477191839,0.02494364781520154,0.049766249995233935,0.16480158639734943,0.39763249932741457,0.7269938650306749,0.09928780896522832,0.17471433837080722,0.7269938650306749,326,3.564107798050589,-0.011470690040046597,14.558439220009301,0.5294117647058824,6.420050100967052,386,11455.84392200093,63,4,2016-01-04,2019-01-03,2019-01-04,2019-04-04,44604,3717,A
window_5,-0.10672447482484593,0.026404283729186878,0.019525620174410535,-0.051463574820908256,-0.2831011584367141,0.4589722894807641,0.5097063215530114,0.4995121951219512,0.5045577728504558,0.5097063215530114,2009,0.9146716320033019,-0.1291736314789631,4.709901854058596,0.46511627906976744,1.4733893321101705,441,10470.990185405859,63,5,2016-01-04,2019-04-04,2019-04-05,2019-07-05,48321,3717,A
window_6,-0.00947832023809747,0.027209428169885204,0.01969749825101996,0.052605880671679525,0.5234466058881136,0.4882970137207425,0.498371335504886,0.8086680761099366,0.6166868198307134,0.498371335504886,3070,-0.9297683546806864,-0.19079738886957295,-8.74391861113809,0.5079365079365079,0.8147549931382728,667,9125.608138886191,63,6,2016-01-04,2019-07-05,2019-07-08,2019-10-03,52038,3717,A
window_7,-0.07294256781939246,0.023029459929007918,0.01588039989614428,0.09945993458696638,0.7083044265129868,0.5571697605595911,0.6330739299610895,0.6982832618025752,0.6640816326530612,0.6330739299610895,2570,2.5782670553142495,-0.20382997484994417,18.395387449963874,0.7142857142857143,0.6786907221429423,792,11839.538744996387,63,7,2016-01-04,2019-10-03,2019-10-04,2020-01-03,55755,3717,A
window_8,-0.04858364148467609,0.07485389861971033,0.04879575601825432,-0.003065655023025459,0.14076941934556214,0.47538337368845845,0.47805734347571677,0.9077777777777778,0.6262935990801073,0.47805734347571677,3418,0.23213440542748284,-0.6841873036816992,-7.9961303372844466,0.5396825396825397,0.8930614489173023,395,9200.386966271555,63,8,2016-01-04,2020-01-03,2020-01-06,2020-04-03,59472,3717,A
window_9,-0.08499924002285408,0.04692746281189161,0.03413795089113385,0.030262037021736396,0.3794239327963013,0.591337099811676,0.5980186130291204,0.9171270718232044,0.7239687443212793,0.5980186130291204,3331,4.623032821753252,-0.20094859550863123,76.65164269485992,0.6825396825396826,1.0059661371379442,487,17665.16426948599,63,9,2016-01-04,2020-04-03,2020-04-06,2020-07-06,63189,3717,A
window_10,-0.007001155485476973,0.03386330415866296,0.023334922460080253,0.05509030223652223,0.47737328685349634,0.5706214689265536,0.5851500789889416,0.8674473067915691,0.6988679245283019,0.5851500789889416,3165,4.759488574148656,-0.16786214329721333,34.34832314315657,0.6507936507936508,1.1432730005420777,631,13434.832314315656,63,10,2016-01-04,2020-07-06,2020-07-07,2020-10-02,66906,3717,A
window_11,-5.434931462611203e-05,0.03622979779573928,0.025426236814923224,0.02123894653205048,0.13105869454191466,0.5345708905030939,0.555628272251309,0.8202898550724638,0.6625048770971518,0.555628272251309,3056,3.900247463486844,-0.22283751923859724,36.182483762206274,0.5967741935483871,1.373582386913859,592,13618.248376220627,63,11,2016-01-04,2020-10-02,2020-10-05,2021-01-04,70623,3717,A
window_12,-0.029760291865435384,0.03204244497621975,0.02392432143270639,-0.027702823207987143,-0.24133169869546653,0.5493677697067527,0.5654149000605694,0.88609397247271,0.6903309299315955,0.5654149000605694,3302,5.405127557853289,-0.08988472214392426,38.453992327236634,0.6349206349206349,1.3599081059666804,321,13845.399232723663,63,12,2016-01-04,2021-01-04,2021-01-05,2021-04-06,74340,3717,A
window_13,-0.013256251874074865,0.023946766212510386,0.01752482625657132,-0.010656278077896871,0.05262730981295265,0.5437466451959205,0.5597579425113465,0.883054892601432,0.6851851851851852,0.5597579425113465,3305,4.302685599194553,-0.060383441719486314,19.917652007796804,0.7142857142857143,0.7866529735871718,327,11991.76520077968,63,13,2016-01-04,2021-04-06,2021-04-07,2021-07-13,78057,3726,A
window_14,-0.014054919243811081,0.024548413218438897,0.01821126424387693,-0.06515420312329194,-0.486109156651335,0.4933862433862434,0.506030855539972,0.9213483146067416,0.6532681513670107,0.506030855539972,3565,2.07367557092542,-0.10041345518912663,10.684195778113882,0.6190476190476191,0.8613068739519002,97,11068.419577811388,63,14,2016-01-04,2021-07-13,2021-07-14,2021-10-11,81783,3780,A
window_15,-0.014320819918379524,0.030942788977177914,0.022336987073760053,-0.07911904582951736,-0.5908424771357718,0.526984126984127,0.5499288762446657,0.9036933146330061,0.6837637071100107,0.5499288762446657,3515,4.633689119336185,-0.11153488677825385,27.50123401189082,0.5714285714285714,1.5678860715514384,195,12750.123401189081,63,15,2016-01-04,2021-10-11,2021-10-12,2022-01-10,85563,3780,A
window_16,-0.008212583572908327,0.03884367707253416,0.02891797698210998,0.11620525613274521,1.1326558510651512,0.4785522788203753,0.4815418023887079,0.9806522940851299,0.6459129801565628,0.4815418023887079,3684,-1.4482735099320283,-0.23720899045579652,-12.89952378584045,0.4126984126984127,1.1350759167206579,93,8710.047621415955,63,16,2016-01-04,2022-01-10,2022-01-11,2022-04-11,89343,3730,A
window_17,-0.014640249971980213,0.04356122320877846,0.0315057728473694,0.14751584576182383,1.6140679804958127,0.45588235294117646,0.4591605218377765,0.9267315397824842,0.6140716859472786,0.4591605218377765,3526,-3.2537476641710055,-0.377114857422131,-32.41279357013917,0.4838709677419355,0.6180580300529429,264,6758.720642986083,63,17,2016-01-04,2022-04-11,2022-04-12,2022-07-13,93073,3740,A
window_18,0.016985635025084656,0.03788076058256805,0.028612377411364354,0.15966104792109959,1.335760759806708,0.571957671957672,0.5271539403838301,0.7372929754426042,0.6147619047619047,0.5271539403838301,2449,-1.4077318047602425,-0.42684850707011274,-18.688012700785883,0.46551724137931033,0.8922176429013735,735,8131.1987299214115,63,18,2016-01-04,2022-07-13,2022-07-14,2022-10-11,96813,3780,A
window_19,-0.01795817982497283,0.03734699113981923,0.026905827838817408,0.08918468625035735,0.37083381295088963,0.5105820105820106,0.645996387718242,0.45952890792291223,0.5370370370370371,0.645996387718242,1661,1.4148161246290842,-0.3907571695458322,16.925189134887965,0.5384615384615384,1.1320135948111958,963,11692.518913488797,63,19,2016-01-04,2022-10-11,2022-10-12,2023-01-11,100593,3780,A
window_20,-0.012156609489276216,0.031199731248619855,0.022259830381308375,0.06284108327123487,0.34583599069673804,0.521957671957672,0.5389408099688473,0.7662401574803149,0.6327982117455802,0.5389408099688473,2889,2.7445655115038172,-0.17080771605149614,21.56864838251691,0.5901639344262295,1.1324088279720297,601,12156.864838251691,63,20,2016-01-04,2023-01-11,2023-01-12,2023-04-13,104373,3780,A
window_21,0.007584427837215246,0.02865813054572251,0.02005705931842772,0.1536194489085659,1.1242253548053607,0.5547619047619048,0.5497919556171983,0.970617042115573,0.7019656454754737,0.5497919556171983,3605,3.5695866716245734,-0.08037036290799819,20.99736928048732,0.6349206349206349,0.9749921643784267,145,12099.736928048733,63,21,2016-01-04,2023-04-13,2023-04-14,2023-07-14,108153,3780,A
window_22,0.018634983946187567,0.02616903822911198,0.01918580766912097,0.06962438065690765,0.6751247880738451,0.5214285714285715,0.49040139616055844,0.9672977624784854,0.650839606253619,0.49040139616055844,3438,-1.8414894212789026,-0.21476623678232232,-10.884606324338819,0.5238095238095238,0.6541639150183878,225,8911.539367566118,63,22,2016-01-04,2023-07-14,2023-07-17,2023-10-12,111933,3780,A
window_23,0.0025595835634124597,0.02856951246896135,0.020409232327021475,0.04427240916317401,0.2677749653815142,0.6124338624338624,0.6172307692307692,0.9007633587786259,0.732517801716268,0.6172307692307692,3250,4.609444323031884,-0.12819515100571388,29.922817394786925,0.6166666666666667,1.398991684797348,247,12992.281739478693,63,23,2016-01-04,2023-10-12,2023-10-13,2024-01-12,115713,3780,A
window_24,-0.004016964702747705,0.02651163400921962,0.018895457422092435,-0.014943671410572972,-0.03527141186592597,0.5383597883597884,0.5467647058823529,0.9011148812409113,0.680578436756361,0.5467647058823529,3400,1.035245613895414,-0.16575197029564698,4.829859959506844,0.5714285714285714,0.9011882923057678,334,10482.985995950685,63,24,2016-01-04,2024-01-12,2024-01-16,2024-04-15,119493,3780,A
window_25,0.004112917304325392,0.02928462866189581,0.020060728299508775,0.0666997523316346,0.3841799369439642,0.5886243386243386,0.5956678700361011,0.9036969420356001,0.7180417044424298,0.5956678700361011,3324,4.281072601635244,-0.04436907197680803,38.83761947509878,0.746031746031746,0.8875864975446791,235,13883.761947509878,63,25,2016-01-04,2024-04-15,2024-04-16,2024-07-16,123273,3780,A
window_26,-0.007220874737965399,0.029840846981188947,0.0213516468386042,-0.018435417107516512,-0.07875825402108773,0.5648148148148148,0.5836807623585467,0.8880833710919801,0.7044025157232704,0.5836807623585467,3358,2.6550969870177044,-0.12250424448017296,16.549717194476663,0.6507936507936508,0.8342971278597393,388,11654.971719447667,63,26,2016-01-04,2024-07-16,2024-07-17,2024-10-14,127053,3780,A
window_0,-0.008047759920495778,0.02994689639985287,0.022011900516383215,0.07428451956597511,0.6835844317081861,0.5146623621199893,0.5142546836817812,0.9921424829753798,0.6773962804005722,0.5142546836817812,3683,-0.6316834596349803,-0.2291985117653365,-6.196514924991348,0.5396825396825397,0.7724786224521902,49,9380.348507500865,63,0,2016-01-04,2018-01-02,2018-01-03,2018-04-04,29736,3717,B
window_1,0.01573714230595258,0.023751762806883042,0.017627390583199565,0.06288310987181096,0.4747998531424161,0.5647027172450901,0.5640949554896142,0.9273170731707318,0.7014760147601476,0.5640949554896142,3370,4.5253781700441085,-0.07360436055486007,21.439807843180848,0.6031746031746031,1.3304052125327166,229,12143.980784318084,63,1,2016-01-04,2018-04-04,2018-04-05,2018-07-03,33453,3717,B
window_2,-0.022939665402519127,0.024519178711610853,0.016495837277491328,0.010880072474183822,0.10848325126439824,0.559322033898305,0.5806546741374226,0.9011441647597254,0.7062410329985653,0.5806546741374226,3391,6.007435941364237,-0.035814175525840784,49.62736424924661,0.6349206349206349,2.549959713675913,191,14962.73642492466,63,2,2016-01-04,2018-07-03,2018-07-05,2018-10-02,37170,3717,B
window_3,-0.08221288678658101,0.04318641534343426,0.03177696908756735,-0.05219290014453253,0.05567720613279967,0.4638149044928706,0.47323529411764703,0.8884594146880177,0.6175398196123585,0.47323529411764703,3400,-2.0687709092371693,-0.3649174019532181,-23.196307154356877,0.4603174603174603,0.8644380856374211,231,7680.369284564313,63,3,2016-01-04,2018-10-02,2018-10-03,2019-01-03,40887,3717,B
window_4,0.021045819975676006,0.024905737964511628,0.016922412628741782,0.15889094911180804,0.9930368067610069,0.6470271724509012,0.6553019358566888,0.9501466275659824,0.7756497948016415,0.6553019358566888,3461,9.580245604993614,-0.05068163883245897,50.70371724051972,0.7619047619047619,1.353688447524146,223,15070.371724051973,63,4,2016-01-04,2019-01-03,2019-01-04,2019-04-04,44604,3717,B
window_5,0.006738295222517898,0.02501419202626753,0.01816092652321962,0.13740283254912905,1.0377810619715337,0.568738229755179,0.5632965165675446,0.9702439024390244,0.712775488263752,0.5632965165675446,3531,2.2207525706323366,-0.1735867084658849,11.802285755188091,0.5873015873015873,1.0059445835519707,205,11180.22857551881,63,5,2016-01-04,2019-04-04,2019-04-05,2019-07-05,48321,3717,B
window_6,-0.029550081869592626,0.027478603362498962,0.019803457937944954,-0.05613107658576609,-0.25819987636386327,0.5267688996502555,0.5190489830993984,0.9577167019027484,0.6732305405907486,0.5190489830993984,3491,-1.0014023621729764,-0.17630556625694083,-7.037655122179198,0.5396825396825397,0.7243279984910579,153,9296.23448778208,63,6,2016-01-04,2019-07-05,2019-07-08,2019-10-03,52038,3717,B
window_7,0.01101233812013036,0.0221101124928777,0.015145286080697361,0.052415754144568324,0.3071796905458703,0.6109765940274415,0.6299235743680188,0.9197424892703863,0.7477320307048151,0.6299235743680188,3402,9.822569799955016,-0.05965228212086449,40.15749567614575,0.7619047619047619,1.3757081841681766,177,14015.749567614575,63,7,2016-01-04,2019-10-03,2019-10-04,2020-01-03,55755,3717,B
window_8,-0.020966669696192763,0.07386159261954668,0.048319653068108794,-0.04822051087892497,-0.13529943736472266,0.5044390637610977,0.4939200926462073,0.9477777777777778,0.6494099733536354,0.4939200926462073,3454,-1.6624355679032137,-0.6867228965167365,-37.411841549657574,0.5238095238095238,0.6644469720442252,257,6258.815845034243,63,8,2016-01-04,2020-01-03,2020-01-06,2020-04-03,59472,3717,B
window_9,-0.02492372306730184,0.045609796021152484,0.0328004528673894,-0.01580339745247921,0.17351450541980712,0.5590529997309658,0.578544061302682,0.9037753222836096,0.7054806828391734,0.578544061302682,3393,5.061734725037911,-0.15931042534623707,70.69895659401426,0.7142857142857143,0.8830787271938223,315,17069.895659401427,63,9,2016-01-04,2020-04-03,2020-04-06,2020-07-06,63189,3717,B
window_10,-0.011791332967482582,0.03394375033740753,0.023169486655176243,0.08035301180634384,0.8907227529046141,0.5781544256120528,0.5785101080033231,0.9784543325526932,0.7271145144448312,0.5785101080033231,3611,4.243658374846324,-0.17989316016895074,29.452584685238968,0.6666666666666666,0.973774695139337,99,12945.258468523896,63,10,2016-01-04,2020-07-06,2020-07-07,2020-10-02,66906,3717,B
window_11,0.0021739136387703972,0.036189412722835525,0.025394904816927247,0.030342835158967733,0.2439548649648762,0.5469464622006995,0.5549544419134397,0.9415458937198068,0.6983160157649588,0.5549544419134397,3512,5.284083652417913,-0.20178008123305524,50.37061208844496,0.6349206349206349,1.442785719560367,145,15037.061208844496,63,11,2016-01-04,2020-10-02,2020-10-05,2021-01-04,70623,3717,B
window_12,0.012210509095950783,0.03138266185190171,0.023338099161837586,0.17379671141425695,1.3586544369850593,0.5633575464083939,0.5676355505869201,0.9639297579496915,0.7145118733509235,0.5676355505869201,3578,4.898781699582818,-0.09513677793955311,31.65430320143665,0.6349206349206349,1.235126962955107,105,13165.430320143665,63,12,2016-01-04,2021-01-04,2021-01-05,2021-04-06,74340,3717,B
window_13,-0.004873264015708756,0.023847500906171933,0.017421470585128655,-0.010485577086252548,0.1961163232963513,0.5611916264090178,0.5661680092059839,0.9393794749403341,0.7065158858373721,0.5661680092059839,3476,4.155641319119726,-0.06037814698654762,18.463336064258407,0.6984126984126984,0.8318533160194165,149,11846.33360642584,63,13,2016-01-04,2021-04-06,2021-04-07,2021-07-13,78057,3726,B
window_14,-0.012004174482170393,0.024523578267777634,0.018200375098813046,-0.07288169238724357,-0.6666704344871155,0.4857142857142857,0.5019863791146425,0.9034729315628192,0.6453848960233491,0.5019863791146425,3524,1.8780266197200925,-0.09949887383782338,9.216621949651715,0.6190476190476191,0.8311132569473749,155,10921.66219496517,63,14,2016-01-04,2021-07-13,2021-07-14,2021-10-11,81783,3780,B
window_15,-0.0172579278362488,0.030987556181592164,0.022423166106918763,-0.058322968859803745,-0.3218540886475875,0.5097883597883598,0.543046357615894,0.8433847592332866,0.6606848562534334,0.543046357615894,3322,5.0077928785676,-0.10919419073617675,31.996670937584113,0.5873015873015873,1.6132138024007876,319,13199.667093758411,63,15,2016-01-04,2021-10-11,2021-10-12,2022-01-10,85563,3780,B
window_16,-0.009667313795804766,0.038871690362281414,0.028865154562279026,0.013830400376819017,0.5211635322920566,0.4815013404825737,0.4819832804842894,0.9242675511332228,0.6335733232284957,0.4819832804842894,3469,-1.2199047348506489,-0.21736311305421308,-10.90092400824555,0.4126984126984127,1.1775988522379937,281,8909.907599175445,63,16,2016-01-04,2022-01-10,2022-01-11,2022-04-11,89343,3730,B
window_17,-0.010273789504146036,0.043467390227603944,0.03149410019052285,-0.0388490836997284,0.16537884433455405,0.4481283422459893,0.44947401976410584,0.8070978820835718,0.5773955773955773,0.44947401976410584,3137,-3.4271571169162725,-0.41631636524040544,-34.79879314341928,0.5079365079365079,0.551348381526369,526,6520.120685658072,63,17,2016-01-04,2022-04-11,2022-04-12,2022-07-13,93073,3740,B
window_18,0.008720016008361253,0.038039686286719894,0.02906051264123555,0.05661036466804742,0.42342092655982316,0.4849206349206349,0.4693366708385482,0.8566533409480297,0.6064281382656155,0.4693366708385482,3196,-1.3991594350959766,-0.42563941437821046,-16.447117786462385,0.47619047619047616,0.8858216738363678,428,8355.288221353761,63,18,2016-01-04,2022-07-13,2022-07-14,2022-10-11,96813,3780,B
window_19,-0.006566140784382224,0.0371374268225046,0.02635611811325499,-0.021857297511690042,-0.1970512381906496,0.5888888888888889,0.6148191708321082,0.8955032119914347,0.7290794979079498,0.6148191708321082,3401,5.814613730913599,-0.15658740130275386,58.95602192675806,0.6825396825396826,1.1370899943792339,343,15895.602192675806,63,19,2016-01-04,2022-10-11,2022-10-12,2023-01-11,100593,3780,B
window_20,0.009505114016810978,0.03086406423271827,0.022018975373677436,0.0900468901846099,0.4917922801366468,0.532010582010582,0.5366397325160212,0.9478346456692913,0.6852873154243018,0.5366397325160212,3589,2.3279492052974686,-0.16937882667339416,14.71886428215312,0.6349206349206349,0.8290036244999206,151,11471.886428215312,63,20,2016-01-04,2023-01-11,2023-01-12,2023-04-13,104373,3780,B
window_21,0.021226907053459754,0.028460470961124713,0.020000178010965868,0.14318523233451785,0.813195115405466,0.542063492063492,0.5422210154765137,0.9779627815866797,0.6976419213973799,0.5422210154765137,3683,4.4201562408498125,-0.07123642574628791,25.029692984420592,0.6190476190476191,1.167949279252044,105,12502.96929844206,63,21,2016-01-04,2023-04-13,2023-04-14,2023-07-14,108153,3780,B
window_22,0.006696500864075139,0.026327732595456774,0.019336789404653804,0.08411336532396908,0.6537550978749219,0.49603174603174605,0.47711864406779664,0.9690189328743546,0.6394094264622374,0.47711864406779664,3540,-2.098634966067545,-0.2067765630812939,-10.064362045456432,0.49206349206349204,0.7399944106257564,191,8993.563795454356,63,22,2016-01-04,2023-07-14,2023-07-17,2023-10-12,111933,3780,B
window_23,-0.005321085022751415,0.0286821527273155,0.020488240142498518,-0.035175304969200766,-0.16414321976396706,0.5603174603174603,0.582337510929758,0.8971710821733273,0.7062566277836692,0.582337510929758,3431,5.441209392596547,-0.12206756837932377,35.51246521004834,0.6349206349206349,1.4314593075091433,251,13551.246521004834,63,23,2016-01-04,2023-10-12,2023-10-13,2024-01-12,115713,3780,B
window_24,-0.008469467538660513,0.026570354403399932,0.01893530271531657,-0.0966059357047857,-0.51205099010882,0.5248677248677248,0.5385059128929911,0.9049927290353854,0.6752260397830018,0.5385059128929911,3467,3.5364092317730322,-0.12448048165040285,14.883159866262696,0.6349206349206349,0.9856425553632086,249,11488.31598662627,63,24,2016-01-04,2024-01-12,2024-01-16,2024-04-15,119493,3780,B
window_25,0.01283068657025166,0.02915617142955344,0.020053697009406807,0.08619649798962795,0.47641339081368594,0.5976190476190476,0.594259988745076,0.9639434048379736,0.7352480417754569,0.594259988745076,3554,9.877795174855189,-0.03562410020084312,38.31728408816153,0.7142857142857143,1.9548193074451685,201,13831.728408816152,63,25,2016-01-04,2024-04-15,2024-04-16,2024-07-16,123273,3780,B
window_26,-0.020449439046423823,0.030036168521713456,0.02148969734314209,-0.059678228343844925,-0.18150364030652638,0.5558201058201058,0.5755148741418764,0.9116447666515632,0.7055935472558302,0.5755148741418764,3496,3.3595283305238532,-0.11980462427547299,19.945712376917225,0.6349206349206349,0.9924988152936102,259,11994.571237691722,63,26,2016-01-04,2024-07-16,2024-07-17,2024-10-14,127053,3780,B
window_0,-0.17570509269315981,0.03234152284718133,0.02359455121911927,0.12521412394214224,1.1426503414446705,0.517621737960721,0.515881708652793,0.9869041382922996,0.6775759755439669,0.515881708652793,3652,-0.481364925085383,-0.23196505226947073,-5.12102113816243,0.5555555555555556,0.7423957696214509,129,9487.897886183757,63,0,2016-01-04,2018-01-02,2018-01-03,2018-04-04,29736,3717,C
window_1,-0.6589624760771047,0.03083603859911529,0.024185534105947887,0.04890043700934479,0.5663698806660639,0.4796879203658865,0.7,0.09902439024390244,0.1735042735042735,0.7,290,2.1398957088342745,-0.12471202979438206,15.612333124931244,0.56,1.3635187997682312,250,11561.233312493125,63,1,2016-01-04,2018-04-04,2018-04-05,2018-07-03,33453,3717,C
window_2,-0.042303247374259056,0.024750156815679145,0.016625283793125705,-0.012344106899199177,0.35551051865007777,0.5531342480495023,0.5762070971495056,0.9066361556064073,0.7046060821625467,0.5762070971495056,3438,5.108451468814769,-0.03584092399657657,17.42471615312853,0.5873015873015873,1.5136540502755427,147,11742.471615312852,63,2,2016-01-04,2018-07-03,2018-07-05,2018-10-02,37170,3717,C
window_3,-0.07729013010378782,0.043088080472110366,0.03134503737308886,0.08215856504053826,0.8684648368906424,0.46354587032553135,0.4726784114661093,0.8741027056874655,0.6135658914728682,0.4726784114661093,3349,-1.9761509239846804,-0.35187828025256235,-22.28504581100911,0.4603174603174603,0.8733228200310238,363,7771.49541889909,63,3,2016-01-04,2018-10-02,2018-10-03,2019-01-03,40887,3717,C
window_4,-0.6024084686822617,0.03186433415168565,0.024183866641438286,0.018706038883658807,0.11032412098075235,0.384180790960452,0.5945945945945946,0.12903225806451613,0.21204819277108433,0.5945945945945946,518,3.079388032415152,-0.039280191584913506,14.429073408814318,0.5,3.596463580535706,500,11442.907340881431,63,4,2016-01-04,2019-01-03,2019-01-04,2019-04-04,44604,3717,C
window_5,-0.0812261354220547,0.026098340990702528,0.019234047392171057,-0.050424789533562706,-0.24961814545783756,0.4745762711864407,0.5236239649293717,0.524390243902439,0.5240068242749207,0.5236239649293717,2053,2.5048032864794374,-0.10571551400611746,15.931291042630757,0.5,1.7728924411356888,561,11593.129104263076,63,5,2016-01-04,2019-04-04,2019-04-05,2019-07-05,48321,3717,C
window_6,-0.023838955806546824,0.027402282641284928,0.019769080122454073,0.007354929706405898,0.22425793119151916,0.4963680387409201,0.5030883261272391,0.8609936575052854,0.6350877192982456,0.5030883261272391,3238,0.33408870253230105,-0.18812026246904864,1.4161484083893061,0.5079365079365079,1.0380947731249415,497,10141.61484083893,63,6,2016-01-04,2019-07-05,2019-07-08,2019-10-03,52038,3717,C
window_7,-0.07017436171325753,0.022999732585816567,0.01594718385671245,0.1020076110430443,0.6430815525264965,0.4587032553134248,0.6857476635514018,0.251931330472103,0.3684871311989956,0.6857476635514018,856,5.659030270429359,-0.21602795492680416,70.09307513109222,0.7301587301587301,1.0873257712164726,734,17009.307513109223,63,7,2016-01-04,2019-10-03,2019-10-04,2020-01-03,55755,3717,C
window_8,-0.01626690884614712,0.07369139498379326,0.0481555993276012,0.025064701613509082,0.4542697408373159,0.4850686037126715,0.48392554991539766,0.9533333333333334,0.6419753086419753,0.48392554991539766,3546,-1.5870641693002132,-0.6848100409862201,-36.373580052353674,0.5555555555555556,0.5956416901793337,287,6362.641994764633,63,8,2016-01-04,2020-01-03,2020-01-06,2020-04-03,59472,3717,C
window_9,-0.06051499210125599,0.04639495559495511,0.033612764830644265,0.043584118860486125,0.45246191146167614,0.5961797148237826,0.5949617888480045,0.9677716390423573,0.736897458369851,0.5949617888480045,3533,4.636963572634891,-0.18286981766685173,66.70611423301733,0.6825396825396826,0.9772297424287102,289,16670.611423301732,63,9,2016-01-04,2020-04-03,2020-04-06,2020-07-06,63189,3717,C
window_10,-0.01534867931260342,0.0340033692147485,0.023408082352063785,0.0596139662710082,0.5269725283015624,0.5466774280333603,0.5817587209302325,0.7498829039812647,0.6552076938817271,0.5817587209302325,2752,4.1597661446995735,-0.1746439603350832,30.41651775476881,0.6507936507936508,1.0502345426721504,965,13041.651775476881,63,10,2016-01-04,2020-07-06,2020-07-07,2020-10-02,66906,3717,C
window_11,0.011533435218341048,0.03601928607363233,0.0252339092595892,0.04547326101054536,0.19164409349051162,0.5348399246704332,0.5555917835017933,0.8231884057971014,0.663422230874051,0.5555917835017933,3067,4.4968522685437895,-0.22465042733879673,46.376647098609865,0.6290322580645161,1.3369847264731392,672,14637.664709860986,63,11,2016-01-04,2020-10-02,2020-10-05,2021-01-04,70623,3717,C
window_12,-0.021554852342186015,0.031914527729472654,0.023858819969874205,-0.0065848056307480085,-0.1354703057753634,0.5606672047350013,0.5671007927519819,0.950640721404841,0.7104096471005498,0.5671007927519819,3532,5.466929149040582,-0.07923580121187358,35.648543549994,0.6666666666666666,1.1777453225281753,167,13564.854354999401,63,12,2016-01-04,2021-01-04,2021-01-05,2021-04-06,74340,3717,C
